,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
758,201715234,11/10/2020 12:00:00 AM,11/10/2020 12:00:00 AM,2130,17,Devonshire,1764,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0913 1821,44,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,19500    NORDHOFF                     ST,,34.2355,-118.5573
759,201716047,12/05/2020 12:00:00 AM,12/05/2020 12:00:00 AM,117,17,Devonshire,1767,2,624,BATTERY - SIMPLE ASSAULT,0448 0913 0603 0361,27,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,18500    CITRONIA                     ST,,34.2455,-118.5361
760,202107287,03/08/2020 12:00:00 AM,03/08/2020 12:00:00 AM,2330,21,Topanga,2177,1,210,ROBBERY,0344 0945 1822,24,M,X,301.0,GAS STATION,511.0,VERBAL THREAT,AO,Adult Other,210.0,,,,5900    CANOGA                       AV,,34.1773,-118.5974
761,201417096,09/13/2020 12:00:00 AM,09/11/2020 12:00:00 AM,2200,14,Pacific,1414,1,210,ROBBERY,1822 0910 0344 2004 1218,64,M,W,124.0,BUS STOP,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,900    BROADWAY,,33.9977,-118.4627
762,202106717,02/28/2020 12:00:00 AM,02/28/2020 12:00:00 AM,435,21,Topanga,2139,2,901,VIOLATION OF RESTRAINING ORDER,0906 0360 2038,45,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,901.0,,,,20200    COHASSET                     ST,,34.2071,-118.5739
763,201413082,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,935,14,Pacific,1425,1,220,ATTEMPTED ROBBERY,1314 0337 0369 0342 0445 0345 1822 0432,52,M,H,103.0,ALLEY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220.0,,,,PALMS,GRANDVIEW,34.0209,-118.4318
764,201419018,10/20/2020 12:00:00 AM,10/20/2020 12:00:00 AM,2150,14,Pacific,1483,2,624,BATTERY - SIMPLE ASSAULT,0400 0447 1822,19,F,W,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,ELECTRIC                     AV,CALIFORNIA,33.9568,-118.429
765,202112918,08/04/2020 12:00:00 AM,08/02/2020 12:00:00 AM,100,21,Topanga,2137,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1243 0448 0416 2002 1206,35,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,SATICOY,DE SOTO,34.2083,-118.5885
766,201917461,11/26/2020 12:00:00 AM,11/26/2020 12:00:00 AM,2310,19,Mission,1902,2,437,RESISTING ARREST,1212,0,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,437.0,,,,13500    FELLOWS                      AV,,34.3176,-118.4594
767,202015257,09/28/2020 12:00:00 AM,09/28/2020 12:00:00 AM,1900,20,Olympic,2079,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 1243 2002 0432 0329 0358 0416 0446 0417,39,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,2200 W  PICO                         BL,,34.0473,-118.2842
768,201904560,01/11/2020 12:00:00 AM,01/11/2020 12:00:00 AM,1440,19,Mission,1966,2,624,BATTERY - SIMPLE ASSAULT,0416 0361 0603,24,M,O,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,14200    NORDHOFF                     ST,,34.2386,-118.4464
769,201318335,10/12/2020 12:00:00 AM,10/11/2020 12:00:00 AM,1400,13,Newton,1394,2,624,BATTERY - SIMPLE ASSAULT,0446 0913 0602 0360,59,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,6900 S  MAIN                         ST,,33.9773,-118.2739
770,202113704,09/04/2020 12:00:00 AM,09/04/2020 12:00:00 AM,2230,21,Topanga,2187,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,28,M,X,402.0,MARKET,,,IC,Invest Cont,343.0,,,,21900 W  VENTURA                      BL,,34.1685,-118.6038
771,201805787,02/02/2020 12:00:00 AM,02/02/2020 12:00:00 AM,2020,18,Southeast,1804,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 1307,29,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745.0,,,,8700 S  CENTRAL                      AV,,33.9593,-118.2564
772,202011324,06/24/2020 12:00:00 AM,06/19/2020 12:00:00 AM,1200,20,Olympic,2011,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,WESTERN,COUNCIL,34.0746,-118.3091
773,201320969,12/06/2020 12:00:00 AM,12/06/2020 12:00:00 AM,1100,13,Newton,1377,2,624,BATTERY - SIMPLE ASSAULT,0400 0913,59,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,5700    HOLMES                       AV,,33.991,-118.2412
774,210807308,03/23/2021 12:00:00 AM,11/01/2020 12:00:00 AM,1200,8,West LA,822,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1202,91,M,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,341.0,,,,400    WYNOLA                       ST,,34.0403,-118.5375
775,202105052,01/23/2020 12:00:00 AM,01/23/2020 12:00:00 AM,1755,21,Topanga,2114,2,354,THEFT OF IDENTITY,0377 0930 1822,40,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,354.0,,,,8200    TOPANGA CANYON               BL,,34.2139,-118.6103
776,201813621,07/04/2020 12:00:00 AM,07/03/2020 12:00:00 AM,2215,18,Southeast,1849,1,350,"THEFT, PERSON",1218 0344 0346 1822 1202 2021,63,M,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350.0,,,,11500    WILMINGTON                   AV,,33.9314,-118.2391
777,201906644,02/24/2020 12:00:00 AM,02/23/2020 12:00:00 AM,1930,19,Mission,1985,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1402,0,M,O,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,998.0,,,8300    VAN NUYS                     BL,,34.2216,-118.4488
778,201412735,06/24/2020 12:00:00 AM,06/24/2020 12:00:00 AM,305,14,Pacific,1466,2,946,OTHER MISCELLANEOUS CRIME,1419 1407,0,X,X,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,946.0,998.0,,,SEPULVEDA                    BL,HOWARD HUGHES,33.9759,-118.394
779,201408982,03/29/2020 12:00:00 AM,03/29/2020 12:00:00 AM,720,14,Pacific,1494,2,888,TRESPASSING,0907 1402,0,X,X,212.0,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,888.0,998.0,,,500    WORLD WAY,,33.9428,-118.4054
780,201819898,11/02/2020 12:00:00 AM,11/01/2020 12:00:00 AM,2300,18,Southeast,1862,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1402 0913 1814 2000 0449 0305 0411,47,F,H,501.0,SINGLE FAMILY DWELLING,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,236.0,434.0,998.0,,300 W  118TH                        PL,,33.9256,-118.2782
781,201413107,06/28/2020 12:00:00 AM,06/26/2020 12:00:00 AM,2135,14,Pacific,1441,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,50,F,O,117.0,BEACH,,,IC,Invest Cont,440.0,,,,OCEAN FRONT                  WK,N  VENICE                       BL,33.9842,-118.4714
782,201421501,12/10/2020 12:00:00 AM,12/10/2020 12:00:00 AM,1345,14,Pacific,1412,2,900,VIOLATION OF COURT ORDER,1501,24,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,900.0,,,,00    DUDLEY                       AV,,33.9944,-118.4792
783,202017295,11/18/2020 12:00:00 AM,11/17/2020 12:00:00 AM,1630,20,Olympic,2076,1,330,BURGLARY FROM VEHICLE,1822 0344,36,M,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,2500 W  PICO                         BL,,34.0473,-118.2916
784,201911521,06/27/2020 12:00:00 AM,06/22/2020 12:00:00 AM,1130,19,Mission,1963,2,354,THEFT OF IDENTITY,0930 0922,45,F,H,507.0,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,354.0,,,,9600    SYLMAR                       AV,,34.2444,-118.4479
785,202111962,07/24/2020 12:00:00 AM,07/24/2020 12:00:00 AM,1811,21,Topanga,2156,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0352,26,M,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,21900    VANOWEN                      ST,,34.1938,-118.6037
786,201815548,08/13/2020 12:00:00 AM,08/13/2020 12:00:00 AM,1610,18,Southeast,1844,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,0913 0554 2038,34,F,B,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,902.0,,,,700 E  109TH                        ST,,33.9373,-118.263
787,201517633,11/17/2020 12:00:00 AM,11/11/2020 12:00:00 AM,1430,15,N Hollywood,1555,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394,26,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,11000    CAMARILLO                    ST,,34.1577,-118.371
788,201915950,10/20/2020 12:00:00 AM,10/20/2020 12:00:00 AM,2000,19,Mission,1963,2,813,CHILD ANNOYING (17YRS & UNDER),1402 1258,8,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,813.0,998.0,,,14600    PLUMMER                      ST,,34.2454,-118.4505
789,201805710,02/01/2020 12:00:00 AM,01/31/2020 12:00:00 AM,2030,18,Southeast,1822,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,100 W  101ST                        ST,,33.9447,-118.2739
790,201912391,07/21/2020 12:00:00 AM,07/21/2020 12:00:00 AM,332,19,Mission,1963,1,330,BURGLARY FROM VEHICLE,0344 1307 1609,54,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,9600    CEDROS                       AV,,34.2446,-118.4535
791,201815647,08/15/2020 12:00:00 AM,08/10/2020 12:00:00 AM,2100,18,Southeast,1804,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 1310 0446 0444 0429 0432 0443 0445,38,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,600    CALIBURN                     DR,,33.9565,-118.2646
792,201609767,06/07/2020 12:00:00 AM,06/07/2020 12:00:00 AM,1550,16,Foothill,1687,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822 0344,0,M,O,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,442.0,,,,8200    SAN FERNANDO                 RD,,34.2252,-118.3779
793,202105779,02/09/2020 12:00:00 AM,02/09/2020 12:00:00 AM,1400,21,Topanga,2156,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2004,50,M,W,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,21900    VANOWEN                      ST,,34.1938,-118.6044
794,201410383,05/02/2020 12:00:00 AM,04/24/2020 12:00:00 AM,830,14,Pacific,1454,2,624,BATTERY - SIMPLE ASSAULT,0400,50,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,12900    WALSH                        AV,,33.9869,-118.4301
795,202106137,02/17/2020 12:00:00 AM,02/15/2020 12:00:00 AM,900,21,Topanga,2177,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0349 1202,69,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,21800    MARYLEE                      ST,,34.1753,-118.6032
796,201615647,12/13/2020 12:00:00 AM,12/12/2020 12:00:00 AM,1115,16,Foothill,1642,2,624,BATTERY - SIMPLE ASSAULT,0913 1701 1202 0447 0444,66,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,13200    GLAMIS                       ST,,34.2541,-118.4204
797,201609785,06/08/2020 12:00:00 AM,06/07/2020 12:00:00 AM,2200,16,Foothill,1643,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,42,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,13000    GLAMIS                       ST,,34.2574,-118.4159
798,202018941,12/30/2020 12:00:00 AM,12/29/2020 12:00:00 AM,1930,20,Olympic,2046,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,900 S  BERENDO                      ST,,34.0545,-118.2941
799,201709960,06/12/2020 12:00:00 AM,06/12/2020 12:00:00 AM,1800,17,Devonshire,1764,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 0448 1210 0913 2000,23,F,O,104.0,DRIVEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,9400    CORBIN                       AV,,34.241,-118.5623
800,201607355,03/22/2020 12:00:00 AM,03/06/2020 12:00:00 AM,1500,16,Foothill,1685,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1822,53,M,O,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,7700    LEMP                         AV,,34.2103,-118.3845
801,202009467,05/07/2020 12:00:00 AM,05/07/2020 12:00:00 AM,1920,20,Olympic,2039,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1243 2002 0447 0416 0417 0432,31,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,2900    SUNSET                       PL,,34.0608,-118.286
802,201511138,06/11/2020 12:00:00 AM,05/30/2020 12:00:00 AM,2000,15,N Hollywood,1539,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,5800    WHITNALL                     HY,,34.1762,-118.3615
803,201821134,11/25/2020 12:00:00 AM,11/24/2020 12:00:00 AM,1800,18,Southeast,1834,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,800 E  104TH                        ST,,33.9419,-118.2587
804,201406550,02/12/2020 12:00:00 AM,02/12/2020 12:00:00 AM,950,14,Pacific,1495,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2004 0319 0421,67,M,H,108.0,PARKING LOT,511.0,VERBAL THREAT,AA,Adult Arrest,930.0,,,,6100    WESTCHESTER                  PY,,33.9523,-118.3906
805,210705560,11/27/2020 12:00:00 AM,11/27/2020 12:00:00 AM,1800,7,Wilshire,776,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0400,31,F,O,101.0,STREET,307.0,VEHICLE,AA,Adult Arrest,230.0,,,,4500    LOMITA                       ST,,34.0452,-118.3351
806,201916808,11/12/2020 12:00:00 AM,10/10/2020 12:00:00 AM,800,19,Mission,1974,2,354,THEFT OF IDENTITY,1822,61,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,14600    RAYEN                        ST,,34.2337,-118.4536
807,201312291,06/15/2020 12:00:00 AM,06/15/2020 12:00:00 AM,15,13,Newton,1317,1,210,ROBBERY,0416 0429 0344 0432 1822,59,M,B,101.0,STREET,304.0,CLUB/BAT,IC,Invest Cont,210.0,,,,16TH                         ST,CENTRAL                      AV,34.0264,-118.2488
808,201318288,10/11/2020 12:00:00 AM,10/11/2020 12:00:00 AM,1845,13,Newton,1372,2,624,BATTERY - SIMPLE ASSAULT,0446 0202,40,F,H,401.0,MINI-MART,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,5600 S  MAIN                         ST,,33.9907,-118.2739
809,201421084,12/01/2020 12:00:00 AM,11/25/2020 12:00:00 AM,2332,14,Pacific,1485,1,310,BURGLARY,1609 0344,0,X,X,710.0,OTHER PREMISE,,,IC,Invest Cont,310.0,,,,8800 S  SEPULVEDA                    BL,,33.9579,-118.402
810,202100963,12/12/2020 12:00:00 AM,12/12/2020 12:00:00 AM,930,21,Topanga,2142,1,310,BURGLARY,0321 0344,31,F,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,310.0,,,,6200    JACKIE                       AV,,34.1829,-118.6382
811,201509078,04/22/2020 12:00:00 AM,04/22/2020 12:00:00 AM,1210,15,N Hollywood,1514,1,251,SHOTS FIRED AT INHABITED DWELLING,1402 1407 1100 0906 1822 1309 0312 0209,80,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,JA,Juv Arrest,251.0,998.0,,,11900    VANOWEN                      ST,,34.1939,-118.3929
812,201315212,08/08/2020 12:00:00 AM,08/08/2020 12:00:00 AM,1803,13,Newton,1303,1,648,ARSON,1501,30,F,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,648.0,,,,900 E  9TH                          ST,,34.0346,-118.2474
813,211504113,01/04/2021 12:00:00 AM,12/19/2020 12:00:00 AM,1200,15,N Hollywood,1517,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,998.0,,,6600    TUJUNGA                      AV,,34.1903,-118.3791
814,202115563,11/02/2020 12:00:00 AM,11/02/2020 12:00:00 AM,825,21,Topanga,2136,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1218 1402,27,F,B,101.0,STREET,311.0,HAMMER,IC,Invest Cont,230.0,998.0,,,SHERMAN                      WY,DEERING                      AV,34.2011,-118.5966
815,201709380,05/23/2020 12:00:00 AM,05/15/2020 12:00:00 AM,1800,17,Devonshire,1759,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,63,M,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,15600    STARE                        ST,,34.2528,-118.4729
816,201908277,04/01/2020 12:00:00 AM,03/31/2020 12:00:00 AM,2012,19,Mission,1974,2,813,CHILD ANNOYING (17YRS & UNDER),1258 1251,11,F,H,704.0,ELEMENTARY SCHOOL,,,IC,Invest Cont,813.0,,,,9000    WILLIS                       AV,,34.233,-118.4553
817,201910569,06/04/2020 12:00:00 AM,06/04/2020 12:00:00 AM,2300,19,Mission,1972,2,900,VIOLATION OF COURT ORDER,0913 1813 2000 2038 2004,39,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,900.0,,,,8900    COLUMBUS                     AV,,34.2319,-118.4654
818,201906391,02/19/2020 12:00:00 AM,02/18/2020 12:00:00 AM,2000,19,Mission,1983,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,15100    ROSCOE                       BL,,34.2249,-118.4637
819,202015012,09/23/2020 12:00:00 AM,09/23/2020 12:00:00 AM,205,20,Olympic,2029,1,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,300 S  VIRGIL                       AV,,34.0686,-118.2868
820,201421064,12/01/2020 12:00:00 AM,12/01/2020 12:00:00 AM,1720,14,Pacific,1431,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0906 0342 0450 0371 0334 0216,26,M,B,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,230.0,,,,1600    OCEAN FRONT                  WK,,33.9863,-118.4732
821,210613848,08/05/2021 12:00:00 AM,12/04/2020 12:00:00 AM,1300,6,Hollywood,622,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 1501,0,X,X,109.0,PARK/PLAYGROUND,,,IC,Invest Cont,341.0,,,,2000 N  FULLER                       AV,,34.1064,-118.3493
822,201700622,03/10/2020 12:00:00 AM,03/10/2020 12:00:00 AM,1910,17,Devonshire,1764,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0378,0,X,X,101.0,STREET,,,IC,Invest Cont,442.0,,,,9300    TAMPA                        AV,,34.244,-118.5583
823,202113190,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,1130,21,Topanga,2148,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,57,M,W,101.0,STREET,,,AA,Adult Arrest,740.0,,,,WINNETKA                     AV,VANOWEN                      ST,34.1938,-118.571
824,202109037,05/04/2020 12:00:00 AM,05/03/2020 12:00:00 AM,2030,21,Topanga,2139,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,27,F,F,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,LUBAO,VALERIO,34.2047,-118.568
825,201420592,11/20/2020 12:00:00 AM,11/20/2020 12:00:00 AM,2045,14,Pacific,1416,1,310,BURGLARY,1609 0321,32,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,3300    HALDERMAN                    ST,,34.0088,-118.4469
826,201908725,04/13/2020 12:00:00 AM,04/12/2020 12:00:00 AM,1150,19,Mission,1998,1,330,BURGLARY FROM VEHICLE,0344 0321,39,M,W,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330.0,,,,14200    ROSCOE                       BL,,34.2216,-118.4427
827,201811018,05/12/2020 12:00:00 AM,05/12/2020 12:00:00 AM,1,18,Southeast,1849,1,330,BURGLARY FROM VEHICLE,1822 0923 0930 1609 0358 0377 0344 0329 1307,32,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,,,,2100 E  114TH                        ST,,33.9315,-118.2349
828,201716355,12/17/2020 12:00:00 AM,12/17/2020 12:00:00 AM,1000,17,Devonshire,1701,2,888,TRESPASSING,1501 2004,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,888.0,,,,19800    RINALDI                      ST,,34.2749,-118.5661
829,201512971,07/22/2020 12:00:00 AM,07/22/2020 12:00:00 AM,1215,15,N Hollywood,1503,2,437,RESISTING ARREST,0421 0906 1212 2004,34,F,H,101.0,STREET,511.0,VERBAL THREAT,AA,Adult Arrest,437.0,,,,LAUREL CANYON                BL,VANOWEN                      ST,34.194,-118.3965
830,201810382,04/30/2020 12:00:00 AM,04/30/2020 12:00:00 AM,1500,18,Southeast,1806,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,26,M,O,122.0,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,740.0,,,,8900 S  AVALON                       BL,,33.9556,-118.2651
831,201313512,07/05/2020 12:00:00 AM,07/05/2020 12:00:00 AM,905,13,Newton,1347,1,310,BURGLARY,0344,0,F,W,213.0,WAREHOUSE,,,IC,Invest Cont,310.0,,,,2500 S  ALAMEDA                      ST,,34.0096,-118.244
832,201316923,09/13/2020 12:00:00 AM,09/08/2020 12:00:00 AM,800,13,Newton,1352,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329,53,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,4400    METTLER                      ST,,34.0016,-118.2665
833,201812550,06/13/2020 12:00:00 AM,06/13/2020 12:00:00 AM,1500,18,Southeast,1801,1,220,ATTEMPTED ROBBERY,0337 0913 1258 1251 1815 2024 0447 0603 0361,12,M,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,220.0,,,,89TH                         ST,FIGUEROA                     ST,33.956,-118.2827
834,202017147,11/14/2020 12:00:00 AM,11/13/2020 12:00:00 AM,2100,20,Olympic,2005,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1813 0401 2007 1222 0416,31,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,,,,400 N  NORMANDIE                    AV,,34.0799,-118.3025
835,202010052,05/20/2020 12:00:00 AM,05/20/2020 12:00:00 AM,215,20,Olympic,2022,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0361 0913 0603 0443,25,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,4100 W  6TH                          ST,,34.0655,-118.3114
836,201510788,06/02/2020 12:00:00 AM,05/05/2020 12:00:00 AM,1000,15,N Hollywood,1595,2,354,THEFT OF IDENTITY,0377,36,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,11900    LAURELWOOD                   DR,,34.1418,-118.3914
837,201511211,06/13/2020 12:00:00 AM,06/12/2020 12:00:00 AM,230,15,N Hollywood,1527,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,56,M,W,104.0,DRIVEWAY,,,IC,Invest Cont,331.0,,,,6400    ELMER                        AV,,34.1867,-118.3768
838,201513405,08/02/2020 12:00:00 AM,08/01/2020 12:00:00 AM,2210,15,N Hollywood,1527,1,310,BURGLARY,0344 0325 1402 1602 1607 1414 1610 0206 0398 1420,0,M,W,403.0,DRUG STORE,,,IC,Invest Cont,310.0,998.0,,,11300    VICTORY                      BL,,34.1867,-118.3773
839,201812027,06/02/2020 12:00:00 AM,06/01/2020 12:00:00 AM,2100,18,Southeast,1822,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,300 W  94TH                         ST,,33.951,-118.2781
840,201310149,04/29/2020 12:00:00 AM,04/29/2020 12:00:00 AM,1600,13,Newton,1385,1,210,ROBBERY,0334 0312 0337 0344 0432 0371 0305 1812 1822 0906,17,M,H,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,210.0,,,,300 E  59TH                         PL,,33.9861,-118.2696
